BASX|57.7,0.0,0.0,12.8,0.0,29.4,0.0
BART|12.5,0.0,3.1,0.0,0.0,84.4,16.2
BASF|0.0,73.3,6.2,0.9,0.0,19.6,0.0
BATA|0.0,53.0,9.8,20.1,0.0,17.1,0.0
BTBL|81.7,0.0,0.0,0.0,0.0,18.3,0.0
BAYR|22.4,46.6,11.2,8.2,0.0,11.6,0.0
BEML|54.0,0.0,23.6,3.5,0.0,18.9,0.0
BRGR|60.5,14.5,2.6,11.9,0.0,10.5,0.0
BFUL|65.6,0.0,0.6,1.0,0.0,32.8,7.5
BGRE|75.0,0.0,2.4,2.3,0.0,20.3,0.0
BYNG|73.9,0.0,2.6,0.0,0.0,23.4,0.0
BHBJ|35.8,0.0,19.3,0.3,0.0,44.7,0.0
BHEC|75.0,0.0,17.8,1.9,0.0,5.4,0.0
BFRG|46.7,0.0,16.9,13.7,0.0,22.7,0.0
BSHIP|65.5,0.0,6.6,0.0,0.0,27.9,100.0
BTVL|43.7,21.7,7.2,17.7,0.0,9.7,0.0
BHIL|79.4,0.0,1.7,11.7,0.0,7.3,0.0
BHEL|63.1,0.0,16.6,15.9,0.0,4.4,0.0
BHSN|63.0,0.0,4.2,1.5,0.0,31.3,69.9
BIIN|30.3,0.0,0.2,0.0,9.0,60.5,2.5
BINA|51.1,0.2,2.7,0.0,0.0,46.0,0.0
BICN|40.4,20.6,8.4,10.7,0.0,19.9,0.0
BCORP|62.9,0.0,17.0,1.4,0.0,18.7,0.0
BERC|38.9,27.5,0.0,0.0,0.0,33.7,6.3
BLKS|71.1,0.0,3.4,6.1,0.0,19.3,60.5
BLDE|0.0,75.0,6.1,7.4,0.0,11.5,0.0
BSTAR|39.1,0.6,19.1,6.8,0.0,34.5,1.7
BDYN|44.7,7.6,11.1,7.0,1.4,28.2,4.3
BRFL|34.2,0.0,1.8,11.8,24.5,27.8,28.0
MICO|0.0,71.2,11.7,7.2,0.0,9.9,0.0
BPCL|54.9,0.0,15.9,12.2,0.0,16.9,0.0
BRGD|57.5,0.0,3.0,4.6,0.0,34.9,0.0
BRIT|0.0,50.8,8.5,20.5,0.0,20.3,0.0
BSEL|21.5,0.0,0.0,0.0,2.2,76.3,0.0
CCON|56.2,0.0,9.9,3.3,0.0,30.6,86.2
CADIL|74.8,0.0,8.3,5.9,0.0,11.0,0.0
CAIRN|20.5,39.4,10.4,14.3,0.0,15.5,65.8
CNRA|67.7,0.0,13.1,9.0,0.0,8.9,0.0
FCH|0.0,71.7,6.7,3.7,0.0,18.0,0.0
CRBM|42.2,0.0,11.8,22.5,0.0,23.5,1.8
CARE|0.0,0.0,49.7,25.7,0.0,24.6,0.0
CPIL|60.5,0.0,7.7,3.6,0.0,28.3,0.0
AIDA|71.1,0.0,7.9,8.6,0.0,12.4,0.0
CAST|0.0,71.0,7.4,6.6,0.0,15.0,0.0
CHCM|44.6,0.0,0.0,0.2,0.0,55.3,2.3
CEAT|52.2,5.0,6.3,11.8,0.0,24.9,0.0
CENKA|31.4,0.0,8.0,1.2,0.0,59.4,19.6
CNPLY|74.5,0.0,2.0,5.9,0.0,17.7,8.5
CENT|40.2,0.0,14.6,10.0,0.3,34.9,7.4
CESC|52.5,0.0,16.2,22.9,0.0,8.4,0.0
CHMBF|56.8,0.0,13.5,6.2,0.0,23.6,8.9
MDRF|51.9,15.4,14.9,1.4,0.0,16.5,0.0
CHETI|88.4,0.0,3.2,0.0,0.0,8.3,0.0
CHIF|57.7,0.0,2.3,31.3,0.0,8.7,0.0
CNMX|69.3,0.0,0.0,0.0,0.0,30.7,60.3
CIPL|16.0,20.8,12.2,23.7,1.1,26.2,0.0
CTUN|0.0,0.0,10.2,33.4,0.0,56.0,0.0
COLR|0.0,63.4,6.4,2.7,0.0,27.5,0.0
CMC|51.1,0.0,17.1,21.8,0.0,9.9,0.0
COIND|89.7,0.0,2.8,5.5,0.0,2.0,0.0
COLG|0.0,51.0,7.0,20.0,0.0,22.1,0.0
BECOM|38.4,0.0,0.0,21.5,4.8,35.4,75.2
CMPD|22.6,0.0,0.0,0.0,0.0,77.4,0.0
CCORP|61.8,0.0,6.4,26.5,0.0,5.3,0.0
CNPR|55.8,0.0,1.5,7.6,0.0,35.1,0.0
AKLN|17.1,0.0,6.0,4.9,0.0,72.1,57.2
CFRT|63.2,0.0,5.8,7.0,0.0,24.0,0.0
CRBK|63.3,0.0,26.4,2.7,0.0,7.6,0.0
CCLB|73.8,0.0,0.0,1.3,0.0,24.9,0.0
CAKIL|32.0,16.0,5.4,33.9,0.2,12.5,43.9
EDMR|6.4,0.0,14.8,0.1,0.0,78.7,13.3
SRYS|56.5,0.0,3.6,3.6,0.0,36.3,0.0
CRISIL|0.0,67.7,10.4,8.0,0.0,13.9,0.0
CRGR|40.8,1.8,22.2,20.0,0.0,15.1,66.1
CUMM|0.0,51.0,18.1,18.0,0.0,12.9,0.0
INTE|22.3,0.0,12.1,37.1,0.0,28.6,0.0
DBCL|70.0,0.0,8.0,18.5,0.0,3.5,30.9
DABR|68.6,0.0,5.6,19.2,0.0,6.5,0.0
DBEL|62.8,0.0,3.8,10.3,0.0,23.1,0.0
DLCN|74.9,0.0,5.3,0.3,0.0,19.6,0.0
DBRL|74.0,0.0,0.0,0.0,0.0,26.0,85.8
DCBL|0.9,15.5,23.2,15.0,0.0,45.5,0.0
DCMC|63.9,0.0,10.7,1.7,0.0,23.7,0.0
DECH|32.7,0.0,8.2,0.5,0.0,58.7,99.5
DEFR|45.5,0.0,2.9,14.3,0.0,37.3,0.0
ARWEB|41.0,0.0,0.4,13.7,0.0,44.8,13.9
DEN|40.1,0.0,1.3,20.9,0.0,37.7,0.0
DENA|58.0,0.0,17.0,7.2,0.0,17.8,0.0
DNSI|10.3,63.2,0.2,7.1,0.0,19.3,0.0
DWHF|35.0,0.0,2.4,25.9,0.0,36.8,0.0
DHBN|0.0,0.0,0.5,22.7,0.0,76.8,0.0
GRFS|0.0,75.0,14.2,0.0,0.0,10.8,0.0
DISH|60.2,3.4,4.4,13.0,8.0,11.1,47.8
DHPH|61.4,0.0,3.7,12.7,0.0,22.1,35.8
DIVI|52.0,0.0,11.8,19.0,0.0,17.2,0.0
DLFL|74.9,0.0,0.5,19.9,0.0,4.7,0.0
ALCL|4.5,0.0,0.0,1.4,0.0,94.1,0.0
REDY|25.5,0.0,5.4,35.3,18.5,15.3,0.0
DGCR|78.6,0.0,9.8,0.6,0.0,11.0,0.0
DSKL|47.8,0.0,0.8,0.0,0.0,51.4,12.2
EID|45.2,0.0,12.6,13.0,0.0,29.2,0.3
ESILK|51.3,0.0,5.5,0.0,0.0,43.3,100.0
EASUN|35.8,0.2,17.0,6.1,0.0,40.8,0.0
ECEI|58.2,0.0,4.5,2.7,0.0,34.6,0.0
ECXS|26.6,26.5,14.8,21.4,0.0,10.7,0.0
EDWS|37.3,0.1,0.0,21.1,0.0,41.5,52.2
EDUCO|44.8,0.0,0.3,17.5,0.0,37.4,86.7
ECHM|55.1,0.0,5.1,20.0,0.0,19.8,0.0
EIH|35.2,0.0,12.3,1.2,0.1,51.3,0.0
EMEL|49.0,25.1,4.8,0.0,0.0,21.1,11.1
ELDER|39.6,0.0,7.5,16.8,0.0,36.1,77.6
ELEG|58.1,0.0,7.7,0.3,0.0,33.9,10.0
ELETST|53.0,0.0,8.0,2.1,0.6,36.3,17.3
ELEQ|31.9,0.0,11.5,14.0,0.0,42.7,0.0
HMNI|70.6,2.2,1.3,16.8,0.0,9.2,19.5
EMCO|43.4,0.0,6.4,0.2,0.0,50.0,75.3
ENGS|69.4,0.0,11.7,9.0,0.0,9.9,0.0
ENIL|71.2,0.0,2.0,16.4,0.0,10.5,0.0
ERCN|53.5,0.0,3.2,4.3,0.0,39.0,100.0
EIML|23.5,50.9,1.2,18.2,0.0,6.3,0.0
ESBI|0.0,73.7,0.1,11.1,0.0,15.1,0.0
ESCR|42.0,0.0,4.0,5.2,0.0,48.8,0.0
ESSDEE|59.5,0.0,5.3,21.6,0.0,13.6,2.3
ESRO|0.4,24.5,1.5,1.7,65.6,6.3,71.5
ESSH|13.8,61.2,1.4,10.1,0.0,13.5,99.7
ESPK|56.6,0.0,7.6,6.1,0.0,29.7,2.3
EVER|43.4,0.0,8.5,3.2,0.0,44.9,10.1
ETEV|49.5,0.0,8.5,0.0,0.0,41.9,0.0
EKCL|62.0,1.5,0.0,3.9,0.0,32.6,46.9
EVRON|30.3,34.6,1.5,1.4,0.0,32.3,41.5
EXCR|24.0,0.7,9.3,0.0,0.0,65.9,8.5
EXIDE|0.0,46.0,17.2,17.3,0.0,19.6,0.0
FCHT|90.0,0.0,9.1,0.0,0.0,0.9,0.0
FAG|0.0,51.3,18.3,4.3,0.0,26.1,0.0
AGRS|0.0,93.7,0.0,0.3,0.0,6.0,0.0
SCN|73.1,0.0,0.0,1.2,0.0,25.6,0.0
FDCL|68.9,0.0,4.7,7.5,0.0,19.0,0.0
GTZE|0.0,75.0,13.3,0.2,0.0,11.5,0.0
FED|0.0,0.0,25.5,38.8,2.2,33.0,0.0
WRWDT|45.6,0.0,7.8,24.2,0.2,22.1,0.0
FNCB|35.9,0.0,11.7,8.7,4.0,39.8,0.0
FNLX|52.5,0.0,4.6,4.8,0.0,38.2,0.0
FSRC|56.1,0.0,6.7,9.1,0.0,28.0,0.0
FLMT|53.3,0.0,0.0,0.8,0.0,45.9,0.0
BJTM|59.4,0.0,0.7,5.8,0.0,34.1,0.0
FORTIS|71.3,0.0,0.3,9.0,0.0,19.4,82.6
FSCI|0.0,75.0,0.0,0.0,0.0,25.0,0.0
DBPH|0.0,81.0,0.3,9.6,0.0,9.1,0.0
FLFD|0.0,75.0,3.8,0.1,0.0,21.2,0.0
FVIL|41.7,0.0,0.0,18.7,0.0,39.5,71.3
PNTR|48.4,0.0,8.4,20.9,0.0,22.4,67.4
GESHIP|30.5,0.0,15.4,25.5,0.2,28.4,0.0
GABR|54.6,0.0,0.3,6.0,0.0,39.1,0.0
GAIL|56.1,0.0,21.3,18.8,1.5,2.3,0.0
GAMM|32.7,2.3,11.8,7.0,0.0,46.3,93.5
GNST|73.3,0.0,0.1,2.0,0.0,24.7,0.0
GATE|25.2,7.7,25.7,29.5,0.0,12.0,28.8
GACO|38.1,0.0,0.2,8.1,0.0,53.6,49.5
GCOMM|37.2,0.0,2.7,17.9,0.0,42.3,73.6
BVHD|25.4,0.0,0.8,29.3,0.0,44.6,39.8
GEOJIT|30.6,33.5,0.4,2.4,0.0,33.2,0.0
GMSO|38.7,0.0,1.0,3.8,0.0,56.5,0.0
GJHC|12.1,5.5,6.3,7.5,0.0,68.6,47.3
GCHS|41.5,0.0,10.0,3.4,0.0,45.2,0.0
ISHV|34.9,40.1,0.9,7.8,0.0,16.3,0.0
GGEM|35.3,0.0,5.1,5.3,0.0,54.4,43.5
GLPH|48.3,0.0,6.9,34.4,0.0,10.5,0.0
PARA|35.7,0.0,2.7,4.7,0.0,56.9,91.5
GMRI|64.8,0.0,8.7,14.0,0.0,12.5,78.9
GDFR|46.0,25.1,3.1,10.2,0.0,15.7,0.0
GDCN|63.3,0.0,1.7,28.4,0.0,6.5,0.0
GDSP|74.9,0.0,3.6,11.2,0.0,10.3,0.0
GPL|75.0,0.0,1.5,11.5,0.0,12.1,0.0
GOEX|0.0,57.8,11.0,0.0,0.0,31.3,100.0
GOL|49.7,0.0,1.4,5.1,0.0,43.7,48.3
GDRK|0.0,74.0,0.0,0.0,0.0,26.0,0.0
GDYR|0.0,74.0,9.5,0.9,0.0,15.6,0.0
CNEV|58.3,4.9,5.0,15.4,0.0,16.4,0.0
GRSM|25.5,0.0,16.0,22.8,14.5,21.2,0.0
GRVS|51.5,0.0,32.0,4.0,0.0,12.5,0.0
GRNPY|55.0,0.0,6.5,15.3,0.0,23.3,0.0
GRNR|7.7,51.3,10.1,3.0,0.0,27.9,0.0
GRFN|59.4,0.0,0.4,15.9,0.0,24.3,0.0
SBCH|0.0,72.5,0.8,12.0,0.0,14.8,0.0
GLXO|0.0,50.7,10.2,23.8,0.0,15.4,0.0
GBTL|44.2,0.0,25.8,0.1,0.0,29.8,99.3
GUSP|37.7,0.0,33.3,7.6,0.0,21.3,0.0
GJAX|72.0,0.0,0.1,0.1,0.0,27.9,0.0
GAPL|49.7,5.1,0.1,0.0,0.0,45.2,0.0
GJPW|58.2,0.0,26.4,2.0,0.0,13.4,0.0
GMDC|74.0,0.0,11.5,6.1,0.0,8.4,0.0
GNFC|41.2,0.0,16.0,11.4,0.1,31.4,0.0
GJNC|46.3,0.0,4.3,12.0,0.0,37.5,70.4
GALK|46.3,0.0,2.1,4.2,0.0,47.4,0.0
GJFU|69.9,0.0,2.9,1.8,0.0,25.4,0.0
GFOI|58.9,0.0,0.0,0.0,0.0,41.1,25.1
GGAS|73.7,0.0,2.4,15.8,0.0,8.1,0.0
GSFC|37.8,0.0,19.5,18.9,0.0,23.8,0.0
GFCL|0.0,60.0,7.3,11.8,0.0,21.0,0.0
GVKP|54.3,0.0,2.2,11.6,0.0,32.0,0.0
HTTL|61.1,0.0,0.0,0.2,0.0,38.7,0.0
HCDL|47.5,0.0,14.4,33.1,0.0,4.9,0.0
HAVL|61.6,0.0,2.6,26.0,0.0,9.8,0.0
HAWK|48.8,7.2,6.7,0.2,0.0,37.1,0.0
HCLI|58.1,0.0,6.6,4.7,0.0,30.7,0.0
HTECH|44.5,17.1,3.6,29.1,0.0,5.8,0.0
HDFC|0.0,0.0,10.5,77.6,0.0,12.0,0.0
HDBK|22.6,0.0,9.9,34.1,17.0,16.4,0.0
HEGL|29.2,29.6,10.7,1.0,0.0,29.6,0.0
MYCM|0.0,69.4,6.6,4.8,0.0,19.2,0.0
HEMAT|46.0,0.0,0.6,0.0,0.0,53.4,45.3
HERH|69.5,0.0,0.0,0.0,0.0,30.4,0.0
HRFO|40.0,0.0,1.4,3.2,0.0,55.4,0.0
HROH|52.2,0.0,8.5,30.6,0.0,8.8,0.0
APTE|0.0,71.4,4.3,13.7,0.1,10.5,0.0
HYDI|41.0,0.1,4.8,0.0,0.0,54.2,0.0
HFCM|38.8,0.0,12.7,0.8,0.0,47.6,49.9
HMTS|55.8,1.3,14.9,0.9,0.0,27.1,0.0
HNGL|70.0,0.0,0.1,7.3,0.0,22.7,27.1
HCNS|43.5,0.0,3.5,12.7,0.0,40.3,71.4
HLL|0.0,67.3,4.1,14.1,0.0,14.5,0.0
HOEX|0.0,47.2,1.6,4.9,0.0,46.4,0.0
HALC|37.0,0.0,14.1,27.6,7.6,13.6,0.0
HDFN|56.2,13.4,0.4,6.4,0.0,23.6,0.0
HNCP|90.0,0.0,7.4,0.0,0.0,2.6,0.0
HMVL|74.9,0.0,14.3,3.9,0.0,6.9,0.0
HNMT|32.3,0.0,14.4,0.0,0.0,53.2,38.9
HZNC|64.9,0.0,30.9,2.5,0.0,1.6,0.0
AMHC|1.8,72.4,3.7,1.4,0.0,20.6,0.0
HMT|90.0,0.0,0.0,0.0,0.0,10.0,0.0
SHHO|1.0,66.7,1.0,1.7,0.0,29.6,0.0
TTHW|0.0,75.0,14.0,0.3,0.0,10.7,0.0
LEELA|63.9,0.0,5.3,0.5,0.0,30.3,88.6
HDIL|37.4,0.0,0.6,35.6,0.0,26.5,0.0
HOVS|0.2,49.3,0.0,0.1,0.0,50.5,0.0
HPCL|51.1,0.0,20.5,12.5,0.0,15.8,0.0
HSAN|51.6,0.0,19.6,11.4,0.0,17.5,0.0
HTMA|69.5,0.0,7.9,14.1,0.0,8.5,0.0
AKRUTI|74.6,0.0,0.1,0.5,0.0,24.8,90.0
PPRD|0.0,63.8,5.3,1.4,0.0,24.6,0.0
ICBK|0.0,0.0,23.1,40.0,29.2,7.8,0.0
ICRA|28.5,21.6,24.5,12.3,0.0,13.2,0.0
MDHPC|7.8,0.0,4.5,0.3,0.0,87.4,96.1
IDBI|71.7,0.0,13.7,3.4,0.0,11.2,0.0
IDEA|42.9,0.0,4.5,21.6,0.0,30.9,0.0
IDFC|0.0,0.0,30.0,52.9,0.0,17.2,0.0
IFCI|55.5,0.0,13.0,8.1,0.0,23.4,0.0
ININFO|30.7,0.0,0.8,44.4,0.0,24.2,0.0
IFVN|50.5,0.0,3.7,0.4,0.0,45.4,100.0
ICMN|28.2,0.0,13.6,31.8,1.1,25.3,76.2
INGL|61.1,0.0,2.0,0.0,0.0,36.9,0.9
IBULL|37.0,0.0,2.7,37.9,1.1,21.3,0.0
IBRL|37.7,0.0,1.3,28.9,0.1,31.9,0.0
INDBK|82.1,0.0,8.5,5.6,0.0,3.8,0.0
IOB|73.8,0.0,15.3,1.9,0.0,9.1,0.0
IRSY|37.7,29.2,4.7,93.0,6.8,12.4,0.0
ITTL|0.0,74.4,0.0,0.0,0.0,25.7,0.0
INDOCO|59.2,0.0,12.5,6.0,0.0,22.4,0.0
IGL|45.0,0.0,21.7,14.9,0.0,18.4,0.0
IRMED|49.4,1.6,1.3,0.5,0.0,47.2,0.0
IFILA|46.8,0.9,0.0,0.8,0.0,51.5,44.3
INDIN|0.0,15.2,7.5,43.3,12.3,21.7,0.0
BABS|0.0,75.0,9.9,1.2,0.0,14.0,0.0
ICSL|2.8,68.7,0.0,9.5,0.0,19.0,0.0
NAUKRI|50.5,0.0,10.9,29.1,0.0,9.6,0.0
TTDO|50.7,0.0,1.3,0.0,0.0,48.1,0.0
INFY|15.9,0.0,13.6,42.1,16.1,12.2,0.0
VYSY|0.0,43.1,14.8,28.7,0.0,13.4,0.0
INGER|0.0,74.0,7.2,0.5,0.0,18.3,0.0
INVIL|45.4,0.0,14.5,14.5,0.0,25.6,86.9
INOL|48.7,0.0,3.4,1.3,0.0,46.6,0.0
ADPA|0.0,75.0,3.1,0.9,0.0,21.0,0.0
IOC|68.6,0.0,4.6,2.4,0.0,24.4,0.0
IPLB|45.9,0.0,11.4,25.3,0.0,17.4,2.1
IRB|61.1,0.0,6.0,23.7,0.0,9.2,0.7
ISST|52.2,0.0,1.4,3.2,0.0,43.1,4.6
ITC|0.0,0.0,38.7,16.7,0.3,44.3,0.0
IVRI|13.7,0.0,2.1,10.0,0.0,74.2,100.0
LOGIX|24.2,0.0,0.0,2.2,0.0,73.6,0.0
JKBK|53.2,0.0,4.3,29.3,0.0,13.3,0.0
JBCH|55.4,0.3,3.4,3.9,0.0,37.0,0.0
JKIL|51.0,0.0,10.4,17.9,0.0,20.7,24.3
JAGP|62.6,0.0,9.5,15.1,0.0,12.8,0.0
JCLD|73.0,0.0,1.9,7.3,0.0,17.8,0.0
JNIR|30.4,0.0,0.5,3.3,0.0,65.9,36.1
JPAS|45.1,0.0,7.9,30.9,0.0,16.1,1.2
JPHY|63.6,0.0,4.6,7.1,0.0,24.7,95.2
JYSWN|68.8,0.0,2.2,0.0,0.0,29.0,12.0
JBFI|53.9,0.0,4.6,16.2,0.0,25.3,0.0
JET|0.0,51.0,4.7,3.2,0.0,41.2,0.0
JLDR|63.7,0.0,0.0,0.1,0.0,36.2,0.0
JLPH|72.7,0.0,0.0,0.0,0.0,27.3,0.0
SAWP|34.8,11.4,11.9,18.1,0.0,23.7,0.0
JNST|24.5,21.4,8.0,20.1,8.2,17.9,59.5
JISPL|52.5,8.0,4.8,22.4,0.0,12.4,11.6
JKCE|66.9,0.0,8.9,12.8,0.0,11.4,0.0
JKCO|45.9,0.0,18.1,12.2,0.0,23.8,0.0
CPMS|53.8,0.0,11.0,0.1,0.0,35.2,0.0
JKID|47.3,0.0,5.7,3.4,0.0,43.5,0.0
JSWE|75.0,0.0,6.4,3.9,0.0,14.8,47.5
JSWH|60.9,0.0,0.5,7.8,0.0,30.8,0.0
ISPAT|55.7,10.7,11.3,1.1,0.0,21.2,0.0
JLVY|36.2,2.4,3.2,21.4,0.0,36.9,39.1
JFWL|48.9,0.7,1.3,46.2,0.0,2.9,17.8
JUBOL|45.6,3.5,8.7,21.2,0.0,21.1,15.9
JYLB|66.8,0.0,8.4,14.5,0.0,10.3,36.7
JYTST|27.1,0.0,19.9,1.7,0.0,51.4,68.1
KSOL|9.1,0.0,0.5,3.2,10.5,76.7,100.0
KJCR|52.1,0.0,3.9,25.5,0.0,18.4,0.0
KAPW|59.3,0.2,22.6,9.6,0.0,8.4,29.3
KYST|59.9,0.0,0.3,0.4,0.0,39.9,0.0
KACH|74.4,0.0,2.1,0.0,0.0,23.4,0.0
GLNE|0.0,69.3,6.0,9.7,0.0,15.0,0.0
KBANK|0.0,0.0,21.1,10.0,0.0,68.9,0.0
KARUR|3.0,0.0,12.4,25.1,0.0,59.4,8.7
KARUT|5.5,0.0,0.2,15.8,1.3,77.2,22.4
KSCL|57.6,0.0,9.3,18.9,0.0,14.1,0.0
KECI|50.0,0.0,30.2,4.9,0.0,15.0,0.0
KEIN|49.4,0.0,0.1,1.3,0.0,49.2,0.0
WDIA|0.0,75.0,14.6,0.0,0.0,10.4,0.0
KESO|48.2,0.0,5.9,4.2,6.4,35.2,0.0
KKCL|74.2,0.0,9.2,11.1,0.0,5.5,0.0
DCAV|28.6,3.6,12.6,0.0,0.0,55.2,0.0
KLBR|63.3,0.0,9.1,8.0,0.0,19.5,0.0
KLOE|72.6,0.0,4.8,9.8,0.0,12.8,0.0
KXGN|54.2,0.0,0.2,2.4,0.0,43.2,23.3
KOLTE|74.5,0.0,0.3,8.3,0.0,16.9,0.0
KOTAK|43.6,0.0,1.9,31.7,0.2,22.7,0.0
